Symbol
CHTR
CI
CINF
CL
CLX
CMA
CMCSA
CME
CMG
CMI
CMS
CNC
CNP
CNQ
CNQ.TO
CNR.TO
COF
COG
COO
COP
COST
CP.TO
CPB
CPRT
CRL
CRM
CSCO
CSX
CTAS
CTLT
CTSH
CTVA
CTXS
CVS
CVX
CZR
D
DAL
DD
DE
DFS
DG
DGX
DHI
DHR
DIS
DISCA
DISCK
DISH
DLR
DLTR
DOCU
DOV
DOW
DPZ
DRE
DRI
DTE
DUK
DVA
DVN
DXC
DXCM
EA
EBAY
ECL
ED
EFX
EIX
EL
EMN
EMR
ENPH
EOG
EQIX
EQR
ES
ESS
ETN
ETR
ETSY
EVRG
EW
EXC
EXPD
EXPE
EXR
F
FANG
FAST
FB
FBHS
FCX
FDX
FE
FFIV
FIS
FISV
FITB
FLT
FMC
FOX
FOXA
FRC
FRT
FTNT
FTV
GD
GE
GILD
GIS
GL
GLD
GLW
GM
GNRC
GOOG
GOOGL
GPC
GPN
GPS
GRMN
GS
GWW
HAL
HAS
HBAN
HBI
HCA
HD
HES
HIG
HII
HLT
HOLX
HON
HPE
HPQ
HRL
HSIC
HST
HSY
HUM
HWM
IBM
ICE
IDXX
IEX
IFF
ILMN
INCY
INFO
INTC
INTU
IP
IPG
IPGP
IQV
IR
IRM
ISRG
IT
ITW
IVZ
J
JBHT
JCI
JD
JKHY
JNJ
JNPR
JPM
K
KDP
KEY
KEYS
KHC
KIM
KL
KL.TO
KLAC
KMB
KMI
KMX
KO
KR
KSU
L
LB
LDOS
LEG
LEN
LH
LHX
LIN
LKQ
LLY
LMT
LNC
LNT
LOW
LRCX
LULU
LUMN
LUV
LVS
LW
LYB
LYV
MA
MAA
MAR
MAS
MCD
MCHP
MCK
MCO
MDLZ
MDT
MELI
MET
MGM
MHK
MKC
MKTX
MLM
MMC
MMM
MNST
MO
MOS
MPC
MPWR
MRK
MRNA
MRO
MRVL
MS
MSCI
MSFT
MSI
MTB
MTCH
MTD
MU
MXIM
NCLH
NDAQ
NEE
NEM
NFLX
NI
NKE
NLOK
NLSN
NOC
NOV
NOW
NRG
NSC
NTAP
NTES
NTRS
NUE
NVDA
NVR
NWL
NWS
NWSA
NXPI
O
ODFL
OGN
OKE
OKTA
OMC
ORCL
ORLY
OTIS
OXY
PAYC
PAYX
PBCT
PCAR
PDD
PEAK
PEG
PENN
PEP
PFE
PFG
PG
PGR
PH
PHM
PKG
PKI
PLD
PM
PNC
PNR
PNW
POOL
PPG
PPL
PRGO
PRU
PSA
PSX
PTC
PTON
PVH
PWR
PXD
PYPL
QCOM
QRVO
RCL
RE
REG
REGN
RF
RHI
RJF
RL
RMD
ROK
ROL
ROP
ROST
ROYMY
RSG
RTX
SBAC
SBUX
SCHW
SEE
SGEN
SHW
SIRI
SIVB
SJM
SLB
SLV
SNA
SNPS
SO
SPG
SPGI
SPLK
SRE
STE
STT
STX
STZ
SWK
SWKS
SYF
SYK
Symbol
SYY
T
TAP
TCOM
TD.TO
TDG
TDY
TEAM
TEL
TER
TFC
TFX
TGT
TJX
TMO
TMUS
TPR
TRMB
TROW
TRV
TSCO
TSLA
TSN
TT
TTWO
TWTR
TXN
TXT
TYL
UA
UAA
UAL
UDR
UHS
ULTA
UNH
UNM
UNP
UPS
URI
USB
V
VFC
VIAC
VLO
VMC
VNO
VRSK
VRSN
VRTX
VTR
VTRS
VZ
WAB
WAT
WBA
WDAY
WDC
WEC
WELL
WFC
WHR
WLTW
WM
WMB
WMT
WRB
WRK
WST
WU
WY
WYNN
XEL
XLNX
XOM
XRAY
XYL
YUM
ZBH
ZBRA
ZION
ZM
ZTS
